"Sample.number","Plate.number","ID","Dung.batch","Batch","Pop","NC","Temp","Date.Hatching","Date.First.Transfer","Date.3rd.Ins","Mass.3rd.Ins","Date.PP","Sex","Date.Pupa","Days.to.Pupa","Mass.Pupa","Day.Adult","Adult.Body.Size","Day.Dead","Exclude.date.3rd","Exclude.Mass.3rd","Exclude.Mass.pupa","Exclude.adult","Exclude.death","Exclude.all","Notes"
"105","47;54;60","C3",1,3,"N. Carolina","-","Fluctuating","2017-06-17","2017-06-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-24","No","No","No","No","No","No","Dying 6/22, dead 6/24"
"106","47;54;60","C4",1,3,"N. Carolina","-","Fluctuating","2017-06-17","2017-06-18",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-24","No","No","No","No","No","No","Dying 6/22, dead 6/24"
"107","65;73;79;87;91;98;104;110","A1",1,4,"N. Carolina","-","Fluctuating","2017-06-23","2017-06-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-10","No","No","No","No","No","No","L2 on 6/26, dead 7/10"
"108","65;73;79;87;91;98;104;110;116;122;128;135;142;149;155;160;167;172","A2toC3toC1",1,4,"N. Carolina","-","Fluctuating","2017-06-23","2017-06-24","2017-07-02",0.0707,"2017-07-26",NA,"2017-07-28",26,NA,NA,NA,"2017-07-28","No","No","No","No","No","No","L2 on 6/26, failed to eclose properly"
"109","65;73;79;87;91;98;104;110;116;122;128;135","A3",1,4,"N. Carolina","-","Fluctuating","2017-06-23","2017-06-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-18","No","No","No","No","No","No","L2 on 6/28, dead 7/18"
"110","65;73;79;87;91;98;104","A4toB3",1,4,"N. Carolina","-","Fluctuating","2017-06-23","2017-06-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-08","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 6/26, small kink on head 7/4, dying 7/6, dead 7/8"
"111","65;73;79;87;91;98;104;110;116;122;128;135;142;149;155;160","B1",1,4,"N. Carolina","-","Fluctuating","2017-06-23","2017-06-24","2017-07-04",0.042,NA,NA,NA,NA,NA,NA,NA,"2017-07-26","No","No","No","No","No","No","L2 on 6/26, dead 7/26"
"112","65;73;79;87;91;98;104;110;116;122;128;135;142;149;155","B2",1,4,"N. Carolina","-","Fluctuating","2017-06-23","2017-06-24","2017-07-02",0.0929,"2017-07-22","Male","2017-07-24",22,0.0591,"2017-08-01",3.959,NA,"No","No","No","No","No","No","L2 on 6/26, made it to aldult"
"113","65;73;79","B3",1,4,"N. Carolina","-","Fluctuating","2017-06-23","2017-06-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-29","No","No","No","No","No","No","(This cell empty, but death deduced by plate number)"
"114","65;73;79;87;91;98;104;110;116;122;128;135;142","B4toC3",1,4,"N. Carolina","-","Fluctuating","2017-06-23","2017-06-24","2017-06-30",0.1023,"2017-07-18","Female","2017-07-20",20,0.0632,"2017-07-28",3.971,NA,"No","No","No","No","No","No","L2 on 6/26"
"115","65;73;79;87;91;98;104;110;116;122;128;135;142;149;155","C1",1,4,"N. Carolina","-","Fluctuating","2017-06-23","2017-06-24","2017-07-02",0.0763,"2017-07-22","Female","2017-07-24",22,0.0458,"2017-08-01",3.505,NA,"No","No","No","No","No","No","L2 on 6/28"
"116","65;73;79;87;91;98;104;110;116;122;128;135;142;149","C2",1,4,"N. Carolina","-","Fluctuating","2017-06-23","2017-06-24","2017-07-02",0.0911,"2017-07-20","Female","2017-07-22",20,0.0718,"2017-08-01",4.17,NA,"No","No","No","No","No","No","L2 on 6/26"
"117","78;85;92;97;102;108;114;120;126;134;141;147;154;162","A3toA2",1,4,"W. Australia","-","Constant","2017-06-27","2017-06-28","2017-07-10",0.0381,NA,NA,NA,NA,NA,NA,NA,"2017-07-26","No","No","No","No","No","No","L2 on 6/30, dead 7/26"
"118","78;85;92;97;102;108;114;120;126;134;141;147;154;162","B3toB2toA2",1,4,"W. Australia","-","Constant","2017-06-27","2017-06-28","2017-07-10",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-14","No","No","No","No","No","No","L2 on 7/2, dying 7/12, dead 7/14"
"119","78;85;92;97;102;108;114;120;126","C2toC1",1,4,"W. Australia","-","Constant","2017-06-27","2017-06-28","2017-07-04",0.035,NA,NA,NA,NA,NA,NA,NA,"2017-07-16","No","No","No","No","No","No","L2 on 6/30, dead 7/16"
"120","108;114;120;126;134;141;147;154;162;166;171","A3",1,5,"N. Carolina","-","Constant","2017-07-07","2017-07-08","2017-07-14",0.0965,"2017-07-22","Female",NA,NA,0.0561,"2017-08-07",4.133,NA,"No","No","No","No","No","No","L2 on 7/12"
"121","108;114;120;126;134;141;147;154;162;166;171","A4",1,5,"N. Carolina","-","Constant","2017-07-07","2017-07-08","2017-07-14",0.1005,"2017-07-30","Female","2017-08-02",19,0.0515,"2017-08-11",3.63,NA,"No","No","No","No","No","No","L2 on 7/12"
"122","108;114;120;126;134;141;147;154;162","B3",1,5,"N. Carolina","-","Constant","2017-07-07","2017-07-08","2017-07-14",0.0832,NA,NA,NA,NA,NA,NA,NA,"2017-07-24","No","No","No","No","No","No","L2 on 7/12, dead 7/24"
"123","108;114;120;126;134;141;147;154;162;166;171","C2",1,5,"N. Carolina","-","Constant","2017-07-07","2017-07-08","2017-07-18",0.0941,"2017-08-01","Male","2017-08-03",16,0.0564,"2017-08-13",3.879,NA,"No","No","No","No","No","No","L2 on 7/10"
"124","108;114;120;126;134;141;147;154;162;166;171","C3",1,5,"N. Carolina","-","Constant","2017-07-07","2017-07-08","2017-07-14",0.0706,"2017-08-03","Male","2017-08-05",22,0.0526,"2017-08-13",3.61,NA,"No","No","No","No","No","No","L2 on 7/12"
"125","109","A3",1,5,"N. Carolina","-","Fluctuating","2017-07-07","2017-07-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-12","No","No","No","No","No","No","L2 7/10, dead 7/12"
"126","109","B3",1,5,"N. Carolina","-","Fluctuating","2017-07-07","2017-07-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-12","No","No","No","No","No","No","Dead 7/12"
"127","109;115;121;127;137;143;148","C3",1,5,"N. Carolina","-","Fluctuating","2017-07-07","2017-07-08","2017-07-18",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-22","No","No","No","No","No","No","L2 on 7/12, dead 7/22"
"128","109;115;121;127;137;143;148","C4",1,5,"N. Carolina","-","Fluctuating","2017-07-07","2017-07-08","2017-07-18",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-22","No","Maybe","Maybe","No","Maybe","Maybe","L2 on 7/10, kinked 7/18 or 7/20, dead 7/22"
"129","108;114;120;126;134","B4",1,5,"N. Carolina","-","Constant","2017-07-09","2017-07-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-18","No","No","No","No","No","No","Dead 7/18"
"130","114;120;126;134;141;147;154;162;166;171","C4",1,5,"N. Carolina","-","Constant","2017-07-09","2017-07-10","2017-07-20",NA,"2017-08-07","Female","2017-08-09",20,0.054,"2017-08-19",3.83,NA,"No","Maybe","Maybe","No","Maybe","Maybe","L2 on 7/14.kinked head 7/20"
"131","110;116;122;128;135;142;149","B3",1,5,"N. Carolina","-","Fluctuating","2017-07-09","2017-07-10","2017-07-20",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-22","No","Yes","Yes","No","Yes","Yes","L2 on 7/14, killed on 22/7/17"
"132","122;128;135;142;149;155;160;167;172","A1",1,6,"N. Carolina","-","Fluctuating","2017-07-13","2017-07-14","2017-07-22",0.0356,NA,NA,NA,NA,NA,NA,NA,"2017-08-09","No","No","No","No","No","No","L2 on 7/16, dead on 8/9"
"133","129","A1",1,6,"W. Australia","+","Fluctuating","2017-07-13","2017-07-14","2017-07-24",0.0833,"2017-08-21","Male","2017-08-23",30,0.0353,"2017-09-02",3.153,NA,"No","No","No","No","No","No","L2 on 7/16"
"134","129","A2",1,6,"W. Australia","+","Fluctuating","2017-07-13","2017-07-14","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-30","No","No","No","No","No","No","L2 on 7/16, dead 7/30"
"135","129","A3",1,6,"W. Australia","+","Fluctuating","2017-07-13","2017-07-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-03","No","No","No","No","No","No","L2 on 7/16, dead 8/3"
"136","129","A4",1,6,"N. Carolina","+","Fluctuating","2017-07-13","2017-07-14","2017-07-24",0.1261,"2017-08-14","Female","2017-08-15",22,0.0569,"2017-08-23",3.87,NA,"Maybe","Maybe","Maybe","Maybe","Maybe","Maybe","L2 on 7/16, kinked, molted out of kinked head, poked pupa when weighing?"
"137","129","B1",1,6,"W. Australia","+","Fluctuating","2017-07-13","2017-07-14","2017-07-20",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-24","No","No","No","No","No","No","L2 on 7/16, dead 7/24"
"138","129","B2",1,6,"W. Australia","+","Fluctuating","2017-07-13","2017-07-14","2017-07-20",0.0595,NA,NA,NA,NA,NA,NA,NA,"2017-08-21","No","No","No","No","No","No","L2 on 7/16, dead 8/21"
"139","129","B3",1,6,"W. Australia","+","Fluctuating","2017-07-13","2017-07-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-20","No","No","No","No","No","No","L2 on 7/16, dead 7/20"
"140","129","B4",1,6,"N. Carolina","+","Fluctuating","2017-07-13","2017-07-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-18","No","No","No","No","No","No","Dead 7/18"
"141","129","C1",1,6,"W. Australia","+","Fluctuating","2017-07-13","2017-07-14","2017-07-24",0.0781,"2017-08-19","Female","2017-08-21",28,0.0342,NA,NA,"2017-08-31","No","No","No","No","No","No","L2 on 7/16, dead 8/31"
"142","129","C2",1,6,"W. Australia","+","Fluctuating","2017-07-13","2017-07-14","2017-07-24",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-30","No","No","No","No","No","No","L2 on 7/16, dead 8/30"
"143","129","C3",1,6,"N. Carolina","+","Fluctuating","2017-07-13","2017-07-14","2017-07-28",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-30","No","No","No","No","No","No","L2 on 7/16, dead 8/30"
"144","129","C4",1,6,"N. Carolina","+","Fluctuating","2017-07-13","2017-07-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-28","No","No","No","No","No","No","L2 on 7/16, dead 7/28"
"145","136","A2",1,6,"W. Australia","+","Constant","2017-07-15","2017-07-16","2017-07-28",0.0645,NA,NA,NA,NA,NA,NA,NA,"2017-08-19","No","No","No","No","No","No","L2 on 7/18, dead 8/19"
"146","136","A3",1,6,"W. Australia","+","Constant","2017-07-15","2017-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-28","No","No","No","No","No","No","L2 on 7/18, dead 7/28"
"147","136","A4",1,6,"W. Australia","+","Constant","2017-07-15","2017-07-16","2017-07-22",0.0903,"2017-08-09","Female","2017-08-11",20,NA,"2017-08-21",3.844,NA,"No","No","No","No","No","No","L2 on 7/18"
"148","136","B1",1,6,"W. Australia","+","Constant","2017-07-15","2017-07-16","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-28","No","Yes","Yes","No","Yes","Yes","L2 on 7/18, kinked on 7/24, dead 7/28"
"149","136","B2",1,6,"W. Australia","+","Constant","2017-07-15","2017-07-16","2017-07-26",0.0619,"2017-08-15",NA,"2017-08-17",22,NA,NA,NA,"2017-08-17","No","No","No","No","No","No","L2 on 7/18, failed pupa on 8/17"
"150","136","B3",1,6,"W. Australia","+","Constant","2017-07-15","2017-07-16","2017-07-24",0.1153,"2017-08-17","Female","2017-08-19",26,0.0776,"2017-08-29",4.375,NA,"No","No","No","No","No","No","L2 on 7/18"
"151","136","B4",1,6,"N. Carolina","+","Constant","2017-07-15","2017-07-16","2017-07-24",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-28","No","No","No","No","No","No","L2 on 7/18, dead 7/28"
"152","136","C1",1,6,"W. Australia","+","Constant","2017-07-15","2017-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-24","No","No","No","No","No","No","Dying on 7/22"
"153","136","C2",1,6,"W. Australia","+","Constant","2017-07-15","2017-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-24","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 7/22, kinked head on 7/22, dead on 7/24"
"154","136","C3",1,6,"W. Australia","+","Constant","2017-07-15","2017-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-22","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 7/18, killed 7/22"
"155","42","A1",1,6,"W. Australia","+","Fluctuating","2017-06-16","2017-06-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-23","No","No","No","No","No","No","L2 6/21, dead 6/23"
"156","42","A2",1,6,"W. Australia","+","Fluctuating","2017-06-16","2017-06-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-21","No","No","No","No","No","No","Dead 6/21"
"157","42","A3",1,6,"W. Australia","+","Fluctuating","2017-06-16","2017-06-17","2017-06-25",0.0736,"2017-07-21","Female","2017-07-23",28,0.0585,"2017-07-31",3.869,NA,"No","No","No","No","No","No","L2 6/21"
"158","42","A4",1,6,"W. Australia","+","Fluctuating","2017-06-16","2017-06-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-23","No","No","No","No","No","No","L2 6/21, dead 6/23"
"159","42","B1",1,6,"W. Australia","+","Fluctuating","2017-06-16","2017-06-17","2017-06-25",0.0791,"2017-07-17","Male","2017-07-19",24,0.0318,"2017-07-29",3.1,NA,"No","No","No","No","No","No","L2 on 6/19"
"160","42","B2",1,6,"W. Australia","+","Fluctuating","2017-06-16","2017-06-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-23","No","No","No","No","No","No","L2 6/21, dead 6/23"
"161","42","B3",1,6,"W. Australia","+","Fluctuating","2017-06-16","2017-06-17","2017-06-27",0.0791,"2017-07-21",NA,NA,NA,NA,NA,NA,"2017-07-25","No","No","No","No","No","No","L2 6/21, failed pupa 7/25"
"162","42","B4",1,6,"N. Carolina","+","Fluctuating","2017-06-16","2017-06-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","No",NA
"163","42","C1",1,6,"W. Australia","+","Fluctuating","2017-06-16","2017-06-17","2017-06-27",0.0271,NA,NA,NA,NA,NA,NA,NA,"2017-07-09","No","No","No","No","No","No","L2 6/21, dead 7/9"
"164","42","C2",1,6,"W. Australia","+","Fluctuating","2017-06-16","2017-06-17","2017-06-27",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-01","No","No","No","No","No","No","L2 on 6/19, dead 7/1"
"165","42","C3",1,6,"W. Australia","+","Fluctuating","2017-06-16","2017-06-17","2017-06-27",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-01","No","No","No","No","No","No","L2 on 6/19, dead 7/1"
"166","42","C4",1,6,"N. Carolina","+","Fluctuating","2017-06-16","2017-06-17","2017-06-27",0.0844,"2017-07-18","Female","2017-07-19",22,0.0462,"2017-07-27",3.529,NA,"No","No","No","No","No","No","L2 6/21"
"167","44;49;57;63;69;77;82;90;95;101;107;113;119;125;131;139;145;151;158","A2toA4toC2",1,5,"W. Australia","-","Fluctuating","2017-06-08","2017-06-09","2017-06-29",0.0504,NA,NA,NA,NA,NA,NA,NA,"2017-07-25","No","Maybe","Maybe","No","Maybe","Maybe","L2 6/21, wrote that it was 6/17 at some point, broken mandible since before 7/23, dead 7/25"
"168","44;49;57;63","B2",1,5,"W. Australia","-","Fluctuating","2017-06-08","2017-06-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-25","No","No","No","No","No","No","L2 6/21, dead 6/25"
"169","62","A1",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23","2017-07-01",0.0987,"2017-07-15","Female","2017-07-17",16,NA,NA,NA,"2017-07-17","No","No","No","No","No","No","L2 on 6/25, failed pupa 7/17"
"170","62","A2",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23","2017-07-03",0.0958,"2017-07-21","Male","2017-07-23",20,0.0589,"2017-07-31",3.943,NA,"No","No","No","No","No","No","L2 on 6/25"
"171","62","A3",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23","2017-07-03",0.078,"2017-07-25",NA,"2017-07-25",22,0.0549,"2017-08-02",3.744,NA,"No","No","No","No","No","No","L2 on 6/25"
"172","62","A4",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23","2017-07-03",0.0742,"2017-07-21","Male","2017-07-23",20,0.0489,"2017-08-02",3.707,NA,"No","No","No","No","No","No","L2 on 6/25"
"173","62","B1",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23","2017-06-27",0.114,"2017-07-13","Female","2017-07-15",18,0.0832,"2017-07-27",4.44,NA,"No","No","No","No","No","No","L2 on 6/25"
"174","62","B2",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23","2017-07-01",0.1191,"2017-07-17","Female","2017-07-21",20,0.0878,"2017-07-31",4.472,NA,"No","No","No","No","No","No","L2 on 6/25"
"175","62","B3",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23","2017-06-29",0.1088,"2017-07-17","Female","2017-07-21",22,0.0775,"2017-07-31",4.347,NA,"No","No","No","No","No","No","L2 on 6/25"
"176","62","B4",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23","2017-07-03",0.0771,"2017-07-27",NA,NA,NA,NA,NA,NA,"2017-07-05","No","No","No","No","Yes","No","L2 on 6/27, squished on 7/1, dying 7/3, dead 7/5"
"177","62","C1",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23","2017-07-03",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-05","No","No","No","No","No","No","L2 on 6/27, dead 7/5"
"178","62","C2",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-01","No","No","No","No","No","No","L2 on 6/27, dying on 7/1"
"179","62","C3",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23","2017-06-27",0.0941,"2017-07-17",NA,NA,NA,NA,NA,NA,"2017-07-21","No","No","No","No","No","No","L2 on 6/25. dead on 7/21"
"180","62","C4",1,7,"N. Carolina","+","Constant","2017-06-22","2017-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-03","No","No","No","No","No","No","L2 on 6/25, poked on 7/1, dying 7/3"
"181","63;69;77;82;90;95;101;107;113;119;125;131;139;145","A3toB2toB4toB3",1,7,"N. Carolina","-","Fluctuating","2017-06-22","2017-06-23","2017-07-01",0.0856,"2017-07-19","Male","2017-07-21",20,0.0585,NA,NA,"2017-07-21","No","No","No","No","No","No","L2 on 6/25, failed pupa 7/21"
"182","63;69;77;82;90;95;101;107;113;119","B1toB3toA3",1,7,"N. Carolina","-","Fluctuating","2017-06-22","2017-06-23","2017-07-05",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-11","No","No","No","No","No","No","L2 on 6/25, dead on 7/11"
"183","63;69;77;82;90;95;101;107;113;119;125;131;139;145","C1toC4toC3",1,7,"N. Carolina","-","Fluctuating","2017-06-22","2017-06-23","2017-07-03",0.0558,"2017-07-19",NA,"2017-07-21",18,0.0254,NA,NA,"2017-07-21","No","No","No","No","No","No","L2 on 6/25, failed pupa 7/21"
"184","63;69;77","C2",1,7,"N. Carolina","-","Fluctuating","2017-06-22","2017-06-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-29","No","No","No","No","No","No","L2 on 6/25, dead 6/29"
"185","84;88;94;100;105;111;117;123;130;138;144;150;157","A3toA4",1,8,"W. Australia","-","Constant","2017-06-28","2017-06-29","2017-07-07",0.0447,NA,NA,NA,NA,NA,NA,NA,"2017-07-25","No","No","No","No","No","No","L2 on 7/1, dead 7/25"
"186","84;88;94;100;105;111;117;123;130;138;144;150;157;163;169","B3toB4",1,8,"W. Australia","-","Constant","2017-06-28","2017-06-29","2017-07-05",0.0927,"2017-07-29","Female","2017-07-31",26,0.0675,"2017-08-08",4.117,NA,"No","No","No","No","No","No","L2 on 7/1"
"187","84;88;94;100;105;111;117;123;130;138;144;150;157;163;169","C2toC4",1,8,"W. Australia","-","Constant","2017-06-28","2017-06-29","2017-07-07",0.0874,"2017-07-31","Male","2017-08-02",26,0.041,NA,NA,"2017-08-12","No","No","No","No","No","No","L2 on 7/1, dead 8/12"
"188","147;154;162;166;171","A1",1,11,"N. Carolina","-","Constant","2017-07-21","2017-07-22","2017-07-30",0.0381,NA,NA,NA,NA,NA,NA,NA,"2017-08-15","No","No","No","No","Yes","No","L2 on 7/26, squished/killed 8/15"
"189","147;154;162;166;171","B1",1,11,"N. Carolina","-","Constant","2017-07-21","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-03","No","No","No","No","No","No","L2 on 7/24; Died 8/3"
"190","147;154;162;166;171","B2",1,11,"N. Carolina","-","Constant","2017-07-21","2017-07-22","2017-07-30",0.051,"2017-08-19",NA,"2017-08-21",22,0.0302,NA,NA,"2017-09-02","No","No","No","No","No","No","L2 on 7/26, Dead 9/2"
"191","147;154;162;166;171","B4",1,11,"N. Carolina","-","Constant","2017-07-21","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-30","No","No","No","No","No","No","L2 on 7/26, Dead on 7/30"
"192","147;154;162;166;171","C1",1,11,"N. Carolina","-","Constant","2017-07-21","2017-07-22","2017-07-30",0.0187,NA,NA,NA,NA,NA,NA,NA,"2017-08-11","No","No","No","No","No","No","L2 on 7/26, Dead on 8/11"
"193","155;160;167;172;174","B4toB2",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22","2017-07-30",0.0358,NA,NA,NA,NA,NA,NA,NA,"2017-08-03","No","No","No","No","No","No","L2 on 7/24"
"194","155;160;167;172","C4toC2",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-01","No","No","No","No","No","No","L2 on 7/24, died 8/1"
"195","156;161;168","A1",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-28","No","No","No","No","No","No","dead 7/28"
"196","156;161;168;174","A2",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22","2017-07-30",0.0455,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","No","L2 on 7/24"
"197","156;161;168;174","A3",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22","2017-08-01",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-07","No","No","No","No","No","No","L2 on 7/24, dead 8/7"
"198","156;161;168","A4",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-28","No","No","No","No","No","No","L2 on 7/26, dead 7/28"
"199","156;161;168;174","B1",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22","2017-07-30",0.0546,NA,NA,NA,NA,NA,NA,NA,"2017-09-02","No","No","No","No","No","No","L2 on 7/24, dead 9/2"
"200","156;161;168;174","B2",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22","2017-08-01",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-07","No","No","No","No","No","No","L2 on 7/24, dead 8/7"
"201","156;161;168","B3",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-26","No","No","No","No","No","No","L2 on 7/24, dying 7/26"
"202","156;161;168;174","B4",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-03","No","No","No","No","No","No","L2 on 7/28, dead 8/3"
"203","156;161;168","C1",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-28","No","No","No","No","No","No","L2 on 7/26"
"204","156;161;168","C2",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-28","No","No","No","No","No","No","Dying 7/26, dead 7/28"
"205","156;161;168;174","C3",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22","2017-07-30",0.0387,NA,NA,NA,NA,NA,NA,NA,"2017-07-28","No","No","Maybe","No","Maybe","Maybe","L2 on 7/26, dead 7/28 (actually alive on 8/15, kinked sometime before)"
"206","156;161;168;174","C4",1,11,"N. Carolina","-","Fluctuating","2017-07-21","2017-07-22","2017-07-30",0.0254,NA,NA,NA,NA,NA,NA,NA,"2017-08-11","No","No","No","No","No","No","L2 on 7/24, dead 8/11"
"207","105;111;117;123;130;138;144;150;157;163;169","A2",1,9,"N. Carolina","-","Constant","2017-07-08","2017-07-09","2017-07-21",0.0549,NA,NA,NA,NA,NA,NA,NA,"2017-08-14","No","No","No","No","No","No","L2 on 7/11, dead 8/14"
"208","105;111;117;123;130;138;144;150;157;163;169","B1",1,9,"N. Carolina","-","Constant","2017-07-08","2017-07-09","2017-07-21",0.0515,"2017-08-04","Female","2017-08-06",16,0.0358,NA,NA,"2017-08-14","No","No","No","No","No","No","L2 on 7/11, did not properly eclose, dead 8/14"
"209","105;111;117;123;130;138;144;150;157;163;169","B2",1,9,"N. Carolina","-","Constant","2017-07-08","2017-07-09","2017-07-15",0.0723,"2017-08-06",NA,"2017-08-08",24,NA,NA,NA,"2017-08-08","No","Maybe","Maybe","No","Maybe","Maybe","L2 on 7/11, kinked on 7/17, died as pupa 8/8"
"210","105;111;117;123;130;138;144;150;157;163;169","C1",1,9,"N. Carolina","-","Constant","2017-07-08","2017-07-09","2017-07-15",0.0658,"2017-08-04","Female","2017-08-08",24,0.0458,NA,NA,"2017-07-15","No","Maybe","Maybe","No","Maybe","Maybe","L2 on 7/11, kinked on 7/15"
"211","105;111;117;123;130;138;144;150;157;163;169","C2",1,9,"N. Carolina","-","Constant","2017-07-08","2017-07-09","2017-07-15",0.0816,"2017-07-29","Female","2017-07-31",16,0.0603,"2017-08-08",3.864,NA,"No","No","No","No","No","No","L2 on 7/11"
"212","123;130;138;144;150;157;163;169","B3",1,10,"N. Carolina","-","Constant","2017-07-14","2017-07-15","2017-07-25",0.0635,"2017-08-14","Male","2017-08-16",22,0.0393,"2017-08-24",3.212,NA,"No","No","No","No","No","No","L2 on 7/17"
"213","123;130;138","C3",1,10,"N. Carolina","-","Constant","2017-07-14","2017-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-19","No","No","No","No","Yes","No","L2 on 7/17, poked with grass 7/17, dead 7/19"
"214","157;163;169","A1",1,11,"N. Carolina","-","Constant","2017-07-22","2017-07-23","2017-07-29",0.0569,"2017-08-22","Male","2017-08-24",26,0.0392,"2017-09-03",3.331,NA,"No","No","No","No","No","No","L2 on 7/27, 8/22 early prepupa still had food in gut"
"215","157;163;169","A3",1,11,"N. Carolina","-","Constant","2017-07-22","2017-07-23","2017-07-29",0.0694,"2017-08-22","Female","2017-08-24",26,0.0497,"2017-09-01",3.676,NA,"No","No","No","No","No","No","L2 on 7/25"
"216","157;163;169;6.2;169","C3",1,11,"N. Carolina","-","Constant","2017-07-22","2017-07-23","2017-07-29",0.0529,"2017-08-28","Male","2017-08-30",32,0.0345,"2017-09-07",3.357,NA,"No","No","No","No","No","No","L2 on 7/25, kinked on 7/25"
